column,line,amount,month
LIABILITY,2,4302064504,2007-11-01
LIABILITY,3,45400000,2007-11-01
LIABILITY,4,823519280,2007-11-01
LIABILITY,5,846537287,2007-11-01
LIABILITY,6,77301121,2007-11-01
LIABILITY,7,107690572,2007-11-01
LIABILITY,8,113673440,2007-11-01
LIABILITY,9,11330335421,2007-11-01
LIABILITY,10,980670140,2007-11-01
LIABILITY,11,1051233868,2007-11-01
LIABILITY,12,741845936,2007-11-01
LIABILITY,13,738820855,2007-11-01
ASSET,1,2618910500,2008-01-01
ASSET,2,227120109,2008-01-01
ASSET,3,668552760,2008-01-01
ASSET,4,698888750,2008-01-01
ASSET,5,4041942670,2008-01-01
ASSET,6,246756936,2008-01-01
ASSET,7,8584326461,2008-01-01
ASSET,8,8229747853,2008-01-01
ASSET,9,1436830805,2008-01-01
ASSET,10,8656118797,2008-01-01
LIABILITY,1,15596160360,2008-01-01
LIABILITY,2,4013090420,2008-01-01
LIABILITY,3,33400000,2008-01-01
LIABILITY,4,5268900358,2008-01-01
LIABILITY,5,833136571,2008-01-01
LIABILITY,6,88824748,2008-01-01
LIABILITY,7,102325450,2008-01-01
LIABILITY,8,111207295,2008-01-01
LIABILITY,9,5636962265,2008-01-01
LIABILITY,10,801459048,2008-01-01
LIABILITY,11,1173633821,2008-01-01
LIABILITY,12,975279443,2008-01-01
LIABILITY,13,774815862,2008-01-01
ASSET,1,2620762553,2008-02-01
ASSET,2,281044595,2008-02-01
ASSET,3,457950867,2008-02-01
ASSET,4,845509664,2008-02-01
ASSET,5,4730071150,2008-02-01
ASSET,6,199681452,2008-02-01
ASSET,7,11060261641,2008-02-01
ASSET,8,8229747853,2008-02-01
ASSET,9,1436830805,2008-02-01
ASSET,10,9089923330,2008-02-01
LIABILITY,1,15862822050,2008-02-01
LIABILITY,2,3812043789,2008-02-01
LIABILITY,3,33400000,2008-02-01
LIABILITY,4,10833949398,2008-02-01
LIABILITY,5,832264179,2008-02-01
LIABILITY,6,94630854,2008-02-01
LIABILITY,7,102325450,2008-02-01
LIABILITY,8,111207295,2008-02-01
LIABILITY,9,3436568356,2008-02-01
LIABILITY,10,907269237,2008-02-01
LIABILITY,11,1173511304,2008-02-01
LIABILITY,12,976976136,2008-02-01
LIABILITY,13,774815862,2008-02-01
ASSET,1,2620762553,2008-03-01
ASSET,2,669812378,2008-03-01
ASSET,3,517710031,2008-03-01
ASSET,4,888926712,2008-03-01
ASSET,5,6222805855,2008-03-01
ASSET,6,331672782,2008-03-01
ASSET,7,11008774095,2008-03-01
ASSET,8,8229747853,2008-03-01
ASSET,9,1436830805,2008-03-01
ASSET,10,8790072040,2008-03-01
LIABILITY,1,16283317586,2008-03-01
LIABILITY,2,6360931789,2008-03-01
LIABILITY,3,0,2008-03-01
LIABILITY,4,3089399098,2008-03-01
LIABILITY,5,1142748081,2008-03-01
LIABILITY,6,89692488,2008-03-01
LIABILITY,7,102325450,2008-03-01
LIABILITY,8,111207295,2008-03-01
LIABILITY,9,8661525541,2008-03-01
LIABILITY,10,1961683480,2008-03-01
LIABILITY,11,1173511304,2008-03-01
LIABILITY,12,966906508,2008-03-01
LIABILITY,13,773866484,2008-03-01
ASSET,1,2622216873,2008-04-01
ASSET,2,239433529,2008-04-01
ASSET,3,585850750,2008-04-01
ASSET,4,1014119135,2008-04-01
ASSET,5,6853434656,2008-04-01
ASSET,6,134373116,2008-04-01
ASSET,7,10966260928,2008-04-01
ASSET,8,8208149344,2008-04-01
ASSET,9,1436830805,2008-04-01
ASSET,10,9183536112,2008-04-01
LIABILITY,1,16057775360,2008-04-01
LIABILITY,2,3947716333,2008-04-01
LIABILITY,3,0,2008-04-01
LIABILITY,4,1438648258,2008-04-01
LIABILITY,5,811372530,2008-04-01
LIABILITY,6,97164923,2008-04-01
LIABILITY,7,102325450,2008-04-01
LIABILITY,8,111207295,2008-04-01
LIABILITY,9,14908945872,2008-04-01
LIABILITY,10,856499956,2008-04-01
LIABILITY,11,1173511175,2008-04-01
LIABILITY,12,965171612,2008-04-01
LIABILITY,13,773866484,2008-04-01
ASSET,1,2623090732,2008-05-01
ASSET,2,231548622,2008-05-01
ASSET,3,617541071,2008-05-01
ASSET,4,1176177843,2008-05-01
ASSET,5,9482753921,2008-05-01
ASSET,6,216465301,2008-05-01
ASSET,7,13273520721,2008-05-01
ASSET,8,8211212755,2008-05-01
ASSET,9,1436830805,2008-05-01
ASSET,10,9390125391,2008-05-01
LIABILITY,1,16110267581,2008-05-01
LIABILITY,2,3931285932,2008-05-01
LIABILITY,3,0,2008-05-01
LIABILITY,4,829034746,2008-05-01
LIABILITY,5,810117072,2008-05-01
LIABILITY,6,99131782,2008-05-01
LIABILITY,7,102325450,2008-05-01
LIABILITY,8,111207295,2008-05-01
LIABILITY,9,20886463048,2008-05-01
LIABILITY,10,869773316,2008-05-01
LIABILITY,11,1173439165,2008-05-01
LIABILITY,12,962353782,2008-05-01
LIABILITY,13,773867993,2008-05-01
ASSET,1,2731827028,2008-06-01
ASSET,2,244272987,2008-06-01
ASSET,3,548665393,2008-06-01
ASSET,4,1112383079,2008-06-01
ASSET,5,11372347566,2008-06-01
ASSET,6,174554660,2008-06-01
ASSET,7,13508572012,2008-06-01
ASSET,8,7741274364,2008-06-01
ASSET,9,1436830805,2008-06-01
ASSET,10,9758890960,2008-06-01
LIABILITY,1,16271533080,2008-06-01
LIABILITY,2,3172568815,2008-06-01
LIABILITY,3,69000000,2008-06-01
LIABILITY,4,794546607,2008-06-01
LIABILITY,5,812201349,2008-06-01
LIABILITY,6,99128380,2008-06-01
LIABILITY,7,94721039,2008-06-01
LIABILITY,8,107209493,2008-06-01
LIABILITY,9,23389628604,2008-06-01
LIABILITY,10,800062529,2008-06-01
LIABILITY,11,1173459646,2008-06-01
LIABILITY,12,1071691606,2008-06-01
LIABILITY,13,773867706,2008-06-01
ASSET,1,2732707053,2008-07-01
ASSET,2,272175751,2008-07-01
ASSET,3,801893335,2008-07-01
ASSET,4,1010051919,2008-07-01
ASSET,5,11997189121,2008-07-01
ASSET,6,79820449,2008-07-01
ASSET,7,11312449733,2008-07-01
ASSET,8,7735759709,2008-07-01
ASSET,9,1436830806,2008-07-01
ASSET,10,9670043029,2008-07-01
LIABILITY,1,16463301140,2008-07-01
LIABILITY,2,4296475260,2008-07-01
LIABILITY,3,69000000,2008-07-01
LIABILITY,4,2242162286,2008-07-01
LIABILITY,5,801121982,2008-07-01
LIABILITY,6,98030185,2008-07-01
LIABILITY,7,94721039,2008-07-01
LIABILITY,8,107209493,2008-07-01
LIABILITY,9,19021408713,2008-07-01
LIABILITY,10,836372624,2008-07-01
LIABILITY,11,1173217743,2008-07-01
LIABILITY,12,1072032383,2008-07-01
LIABILITY,13,773868057,2008-07-01
ASSET,1,2733121812,2008-08-01
ASSET,2,274794474,2008-08-01
ASSET,3,1012027312,2008-08-01
ASSET,4,1010888696,2008-08-01
ASSET,5,10623948766,2008-08-01
ASSET,6,86800099,2008-08-01
ASSET,7,9795245813,2008-08-01
ASSET,8,7737016790,2008-08-01
ASSET,9,1436830806,2008-08-01
ASSET,10,9711674718,2008-08-01
LIABILITY,1,16387284540,2008-08-01
LIABILITY,2,5294876115,2008-08-01
LIABILITY,3,69000000,2008-08-01
LIABILITY,4,955517767,2008-08-01
LIABILITY,5,797554396,2008-08-01
LIABILITY,6,103964681,2008-08-01
LIABILITY,7,94721039,2008-08-01
LIABILITY,8,107209493,2008-08-01
LIABILITY,9,16452381122,2008-08-01
LIABILITY,10,1141365617,2008-08-01
LIABILITY,11,1173120691,2008-08-01
LIABILITY,12,1071485768,2008-08-01
LIABILITY,13,773868057,2008-08-01
ASSET,1,2956344654,2008-09-01
ASSET,2,272211714,2008-09-01
ASSET,3,1106864119,2008-09-01
ASSET,4,1011606766,2008-09-01
ASSET,5,14147930116,2008-09-01
ASSET,6,88097572,2008-09-01
ASSET,7,7596250520,2008-09-01
ASSET,8,7754064706,2008-09-01
ASSET,9,1437049735,2008-09-01
ASSET,10,9690767035,2008-09-01
LIABILITY,1,16399634240,2008-09-01
LIABILITY,2,6814661915,2008-09-01
LIABILITY,3,69000000,2008-09-01
LIABILITY,4,2335747577,2008-09-01
LIABILITY,5,825257430,2008-09-01
LIABILITY,6,99725780,2008-09-01
LIABILITY,7,94956220,2008-09-01
LIABILITY,8,112697272,2008-09-01
LIABILITY,9,15124188650,2008-09-01
LIABILITY,10,988075566,2008-09-01
LIABILITY,11,1173037587,2008-09-01
LIABILITY,12,1252513287,2008-09-01
LIABILITY,13,771691413,2008-09-01
ASSET,1,2953534092,2008-10-01
ASSET,2,187192194,2008-10-01
ASSET,3,2830144867,2008-10-01
ASSET,4,1042366760,2008-10-01
ASSET,5,20567862700,2008-10-01
ASSET,6,81886836,2008-10-01
ASSET,7,6740968620,2008-10-01
ASSET,8,7768735648,2008-10-01
ASSET,9,1437049735,2008-10-01
ASSET,10,9674960133,2008-10-01
LIABILITY,1,17446700940,2008-10-01
LIABILITY,2,5501706163,2008-10-01
LIABILITY,3,69000000,2008-10-01
LIABILITY,4,1913630351,2008-10-01
LIABILITY,5,842295373,2008-10-01
LIABILITY,6,108530791,2008-10-01
LIABILITY,7,94956220,2008-10-01
LIABILITY,8,112877331,2008-10-01
LIABILITY,9,22923781152,2008-10-01
LIABILITY,10,1063750036,2008-10-01
LIABILITY,11,1173014321,2008-10-01
LIABILITY,12,1262767494,2008-10-01
LIABILITY,13,771691413,2008-10-01
ASSET,1,2954081689,2008-11-01
ASSET,2,240784718,2008-11-01
ASSET,3,3350674996,2008-11-01
ASSET,4,1045253582,2008-11-01
ASSET,5,28658262700,2008-11-01
ASSET,6,73750313,2008-11-01
ASSET,7,7276182582,2008-11-01
ASSET,8,7817725667,2008-11-01
ASSET,9,1437049735,2008-11-01
ASSET,10,9686405441,2008-11-01
LIABILITY,1,17536669920,2008-11-01
LIABILITY,2,6565857023,2008-11-01
LIABILITY,3,69000000,2008-11-01
LIABILITY,4,5497970590,2008-11-01
LIABILITY,5,844640516,2008-11-01
LIABILITY,6,113468749,2008-11-01
LIABILITY,7,94956220,2008-11-01
LIABILITY,8,112877331,2008-11-01
LIABILITY,9,27343911291,2008-11-01
LIABILITY,10,1146534981,2008-11-01
LIABILITY,11,1172991296,2008-11-01
LIABILITY,12,1269602093,2008-11-01
LIABILITY,13,771691413,2008-11-01
ASSET,1,2925833633,2009-01-01
ASSET,2,199646759,2009-01-01
ASSET,3,408210239,2009-01-01
ASSET,4,382149215,2009-01-01
ASSET,5,36794350000,2009-01-01
ASSET,6,93022247,2009-01-01
ASSET,7,15213219219,2009-01-01
ASSET,8,7777980635,2009-01-01
ASSET,9,1610421693,2009-01-01
ASSET,10,2177329080,2009-01-01
LIABILITY,1,19160276100,2009-01-01
LIABILITY,2,5165142724,2009-01-01
LIABILITY,3,0,2009-01-01
LIABILITY,4,2472644595,2009-01-01
LIABILITY,5,805197307,2009-01-01
LIABILITY,6,99224468,2009-01-01
LIABILITY,7,78796255,2009-01-01
LIABILITY,8,114395563,2009-01-01
LIABILITY,9,35310678103,2009-01-01
LIABILITY,10,826197378,2009-01-01
LIABILITY,11,1502697012,2009-01-01
LIABILITY,12,1252975463,2009-01-01
LIABILITY,13,793937752,2009-01-01
ASSET,1,2929296925,2009-02-01
ASSET,2,275130842,2009-02-01
ASSET,3,410161065,2009-02-01
ASSET,4,238899560,2009-02-01
ASSET,5,38405900000,2009-02-01
ASSET,6,81942306,2009-02-01
ASSET,7,16515634600,2009-02-01
ASSET,8,7814044293,2009-02-01
ASSET,9,1766870168,2009-02-01
ASSET,10,2226242302,2009-02-01
LIABILITY,1,19215339500,2009-02-01
LIABILITY,2,6004722901,2009-02-01
LIABILITY,3,0,2009-02-01
LIABILITY,4,7893104475,2009-02-01
LIABILITY,5,841462386,2009-02-01
LIABILITY,6,89417407,2009-02-01
LIABILITY,7,78796255,2009-02-01
LIABILITY,8,114395563,2009-02-01
LIABILITY,9,31968060672,2009-02-01
LIABILITY,10,901377466,2009-02-01
LIABILITY,11,1505897222,2009-02-01
LIABILITY,12,1257610462,2009-02-01
LIABILITY,13,793937752,2009-02-01
ASSET,1,3252741868,2009-03-01
ASSET,2,258287804,2009-03-01
ASSET,3,485570431,2009-03-01
ASSET,4,180587,2009-03-01
ASSET,5,47869500000,2009-03-01
ASSET,6,88424289,2009-03-01
ASSET,7,17801284105,2009-03-01
ASSET,8,7811788887,2009-03-01
ASSET,9,1765075609,2009-03-01
ASSET,10,2280526933,2009-03-01
LIABILITY,1,19348439600,2009-03-01
LIABILITY,2,4263389721,2009-03-01
LIABILITY,3,0,2009-03-01
LIABILITY,4,15162923217,2009-03-01
LIABILITY,5,840465557,2009-03-01
LIABILITY,6,100908057,2009-03-01
LIABILITY,7,80632778,2009-03-01
LIABILITY,8,116196654,2009-03-01
LIABILITY,9,36851518945,2009-03-01
LIABILITY,10,955351618,2009-03-01
LIABILITY,11,1512935575,2009-03-01
LIABILITY,12,1586681039,2009-03-01
LIABILITY,13,793937752,2009-03-01
ASSET,1,3254686032,2009-04-01
ASSET,2,270225833,2009-04-01
ASSET,3,429408840,2009-04-01
ASSET,4,160706,2009-04-01
ASSET,5,48679200000,2009-04-01
ASSET,6,86774106,2009-04-01
ASSET,7,21010497217,2009-04-01
ASSET,8,7788473150,2009-04-01
ASSET,9,1567302304,2009-04-01
ASSET,10,2324338331,2009-04-01
LIABILITY,1,19658100000,2009-04-01
LIABILITY,2,4839864630,2009-04-01
LIABILITY,3,0,2009-04-01
LIABILITY,4,8084899734,2009-04-01
LIABILITY,5,817157386,2009-04-01
LIABILITY,6,71783341,2009-04-01
LIABILITY,7,80632778,2009-04-01
LIABILITY,8,116196654,2009-04-01
LIABILITY,9,46928278593,2009-04-01
LIABILITY,10,918419954,2009-04-01
LIABILITY,11,1518153013,2009-04-01
LIABILITY,12,1583642684,2009-04-01
LIABILITY,13,793937752,2009-04-01
ASSET,1,3255569063,2009-05-01
ASSET,2,335462283,2009-05-01
ASSET,3,436272557,2009-05-01
ASSET,4,175728,2009-05-01
ASSET,5,45515200000,2009-05-01
ASSET,6,86880971,2009-05-01
ASSET,7,21289012340,2009-05-01
ASSET,8,7791535264,2009-05-01
ASSET,9,1672366969,2009-05-01
ASSET,10,2310152936,2009-05-01
LIABILITY,1,19716841200,2009-05-01
LIABILITY,2,5905838249,2009-05-01
LIABILITY,3,0,2009-05-01
LIABILITY,4,12651244792,2009-05-01
LIABILITY,5,760165740,2009-05-01
LIABILITY,6,55755857,2009-05-01
LIABILITY,7,80632778,2009-05-01
LIABILITY,8,116196654,2009-05-01
LIABILITY,9,38535592100,2009-05-01
LIABILITY,10,976232644,2009-05-01
LIABILITY,11,1518055291,2009-05-01
LIABILITY,12,1582135054,2009-05-01
LIABILITY,13,793937752,2009-05-01
ASSET,1,3141276260,2009-06-01
ASSET,2,318731142,2009-06-01
ASSET,3,369672067,2009-06-01
ASSET,4,157674,2009-06-01
ASSET,5,53915200000,2009-06-01
ASSET,6,77111010,2009-06-01
ASSET,7,21311577627,2009-06-01
ASSET,8,7302477337,2009-06-01
ASSET,9,1770805739,2009-06-01
ASSET,10,2011637035,2009-06-01
LIABILITY,1,19780322100,2009-06-01
LIABILITY,2,12845179541,2009-06-01
LIABILITY,3,0,2009-06-01
LIABILITY,4,7123623473,2009-06-01
LIABILITY,5,746228669,2009-06-01
LIABILITY,6,57600504,2009-06-01
LIABILITY,7,88073680,2009-06-01
LIABILITY,8,113784615,2009-06-01
LIABILITY,9,44721805171,2009-06-01
LIABILITY,10,969013978,2009-06-01
LIABILITY,11,1521994379,2009-06-01
LIABILITY,12,1462739345,2009-06-01
LIABILITY,13,788280436,2009-06-01
ASSET,1,3142704149,2009-07-01
ASSET,2,310376988,2009-07-01
ASSET,3,335362681,2009-07-01
ASSET,4,155268,2009-07-01
ASSET,5,45743100000,2009-07-01
ASSET,6,73791345,2009-07-01
ASSET,7,21203010105,2009-07-01
ASSET,8,7302576666,2009-07-01
ASSET,9,1958075914,2009-07-01
ASSET,10,2090807109,2009-07-01
LIABILITY,1,20012075300,2009-07-01
LIABILITY,2,8129084810,2009-07-01
LIABILITY,3,0,2009-07-01
LIABILITY,4,10081465596,2009-07-01
LIABILITY,5,744264930,2009-07-01
LIABILITY,6,71322748,2009-07-01
LIABILITY,7,88073680,2009-07-01
LIABILITY,8,113784615,2009-07-01
LIABILITY,9,38128535423,2009-07-01
LIABILITY,10,1015805916,2009-07-01
LIABILITY,11,1517432175,2009-07-01
LIABILITY,12,1469834596,2009-07-01
LIABILITY,13,788280436,2009-07-01
ASSET,1,3145906304,2009-08-01
ASSET,2,989641165,2009-08-01
ASSET,3,328924024,2009-08-01
ASSET,4,155305,2009-08-01
ASSET,5,40982900000,2009-08-01
ASSET,6,85561691,2009-08-01
ASSET,7,21949045587,2009-08-01
ASSET,8,7302872547,2009-08-01
ASSET,9,2652495079,2009-08-01
ASSET,10,2132426568,2009-08-01
LIABILITY,1,19878612600,2009-08-01
LIABILITY,2,6429576172,2009-08-01
LIABILITY,3,0,2009-08-01
LIABILITY,4,10639669250,2009-08-01
LIABILITY,5,742777488,2009-08-01
LIABILITY,6,72154404,2009-08-01
LIABILITY,7,88073680,2009-08-01
LIABILITY,8,780407538,2009-08-01
LIABILITY,9,36092985305,2009-08-01
LIABILITY,10,1064112613,2009-08-01
LIABILITY,11,1520640586,2009-08-01
LIABILITY,12,1472638198,2009-08-01
LIABILITY,13,788280436,2009-08-01
ASSET,1,3234280627,2009-09-01
ASSET,2,1076895967,2009-09-01
ASSET,3,351222517,2009-09-01
ASSET,4,156541,2009-09-01
ASSET,5,37908400000,2009-09-01
ASSET,6,89312433,2009-09-01
ASSET,7,21260603233,2009-09-01
ASSET,8,7301995507,2009-09-01
ASSET,9,3014301574,2009-09-01
ASSET,10,2196102249,2009-09-01
LIABILITY,1,19870013800,2009-09-01
LIABILITY,2,4184448815,2009-09-01
LIABILITY,3,0,2009-09-01
LIABILITY,4,7020870942,2009-09-01
LIABILITY,5,725736041,2009-09-01
LIABILITY,6,78564010,2009-09-01
LIABILITY,7,82536271,2009-09-01
LIABILITY,8,845965701,2009-09-01
LIABILITY,9,38654814573,2009-09-01
LIABILITY,10,1112372400,2009-09-01
LIABILITY,11,1520508252,2009-09-01
LIABILITY,12,1549240879,2009-09-01
LIABILITY,13,788198964,2009-09-01
ASSET,1,3236894061,2009-10-01
ASSET,2,1067030645,2009-10-01
ASSET,3,361099324,2009-10-01
ASSET,4,178723,2009-10-01
ASSET,5,42025400000,2009-10-01
ASSET,6,78187933,2009-10-01
ASSET,7,21338203534,2009-10-01
ASSET,8,7292378169,2009-10-01
ASSET,9,3175151954,2009-10-01
ASSET,10,2222545948,2009-10-01
LIABILITY,1,19981539200,2009-10-01
LIABILITY,2,7751457583,2009-10-01
LIABILITY,3,0,2009-10-01
LIABILITY,4,5515714466,2009-10-01
LIABILITY,5,714925511,2009-10-01
LIABILITY,6,62959724,2009-10-01
LIABILITY,7,82536271,2009-10-01
LIABILITY,8,845965701,2009-10-01
LIABILITY,9,40832075972,2009-10-01
LIABILITY,10,1161502887,2009-10-01
LIABILITY,11,1524933201,2009-10-01
LIABILITY,12,1535260811,2009-10-01
LIABILITY,13,788198964,2009-10-01
ASSET,1,3238992241,2009-11-01
ASSET,2,1088706983,2009-11-01
ASSET,3,386949783,2009-11-01
ASSET,4,177972,2009-11-01
ASSET,5,41300400000,2009-11-01
ASSET,6,91822903,2009-11-01
ASSET,7,20290967946,2009-11-01
ASSET,8,7287504235,2009-11-01
ASSET,9,3190330039,2009-11-01
ASSET,10,2235330930,2009-11-01
LIABILITY,1,20100886400,2009-11-01
LIABILITY,2,5549999810,2009-11-01
LIABILITY,3,0,2009-11-01
LIABILITY,4,8827954405,2009-11-01
LIABILITY,5,711050744,2009-11-01
LIABILITY,6,66487312,2009-11-01
LIABILITY,7,82536271,2009-11-01
LIABILITY,8,845965701,2009-11-01
LIABILITY,9,37870339205,2009-11-01
LIABILITY,10,1211231563,2009-11-01
LIABILITY,11,1528576731,2009-11-01
LIABILITY,12,1529135208,2009-11-01
LIABILITY,13,787019682,2009-11-01
ASSET,1,3634457257,2010-01-01
ASSET,2,1024734869,2010-01-01
ASSET,3,349737867,2010-01-01
ASSET,4,176369,2010-01-01
ASSET,5,47283700000,2010-01-01
ASSET,6,73910858,2010-01-01
ASSET,7,19468590850,2010-01-01
ASSET,8,7294205864,2010-01-01
ASSET,9,1989477699,2010-01-01
ASSET,10,2289721324,2010-01-01
LIABILITY,1,20289789600,2010-01-01
LIABILITY,2,6402643254,2010-01-01
LIABILITY,3,0,2010-01-01
LIABILITY,4,1296873209,2010-01-01
LIABILITY,5,720165555,2010-01-01
LIABILITY,6,56280701,2010-01-01
LIABILITY,7,84505484,2010-01-01
LIABILITY,8,851675401,2010-01-01
LIABILITY,9,48233493397,2010-01-01
LIABILITY,10,798020753,2010-01-01
LIABILITY,11,1953008967,2010-01-01
LIABILITY,12,1916948850,2010-01-01
LIABILITY,13,805307786,2010-01-01
ASSET,1,3635407201,2010-02-01
ASSET,2,1054697819,2010-02-01
ASSET,3,331118997,2010-02-01
ASSET,4,206026,2010-02-01
ASSET,5,59754000000,2010-02-01
ASSET,6,71905805,2010-02-01
ASSET,7,18300342634,2010-02-01
ASSET,8,7294205864,2010-02-01
ASSET,9,1616214279,2010-02-01
ASSET,10,2347254123,2010-02-01
LIABILITY,1,20313033300,2010-02-01
LIABILITY,2,7885470802,2010-02-01
LIABILITY,3,0,2010-02-01
LIABILITY,4,5508263142,2010-02-01
LIABILITY,5,720160244,2010-02-01
LIABILITY,6,61805515,2010-02-01
LIABILITY,7,84505484,2010-02-01
LIABILITY,8,851675401,2010-02-01
LIABILITY,9,53455344029,2010-02-01
LIABILITY,10,827978863,2010-02-01
LIABILITY,11,1960287124,2010-02-01
LIABILITY,12,1931521058,2010-02-01
LIABILITY,13,805307786,2010-02-01
ASSET,1,3904795365,2010-03-01
ASSET,2,1105181836,2010-03-01
ASSET,3,381040352,2010-03-01
ASSET,4,214535,2010-03-01
ASSET,5,66994871950,2010-03-01
ASSET,6,89797761,2010-03-01
ASSET,7,17571214450,2010-03-01
ASSET,8,7320091918,2010-03-01
ASSET,9,1567302304,2010-03-01
ASSET,10,2402873214,2010-03-01
LIABILITY,1,20643802200,2010-03-01
LIABILITY,2,4641071965,2010-03-01
LIABILITY,3,0,2010-03-01
LIABILITY,4,4795341935,2010-03-01
LIABILITY,5,743802492,2010-03-01
LIABILITY,6,27088954,2010-03-01
LIABILITY,7,84345314,2010-03-01
LIABILITY,8,881321084,2010-03-01
LIABILITY,9,63656697024,2010-03-01
LIABILITY,10,910865960,2010-03-01
LIABILITY,11,1943206031,2010-03-01
LIABILITY,12,2204397890,2010-03-01
LIABILITY,13,805442836,2010-03-01
ASSET,1,3905213172,2010-04-01
ASSET,2,1076414537,2010-04-01
ASSET,3,319374479,2010-04-01
ASSET,4,213301,2010-04-01
ASSET,5,84810303609,2010-04-01
ASSET,6,72006329,2010-04-01
ASSET,7,17657419617,2010-04-01
ASSET,8,7318195455,2010-04-01
ASSET,9,1567302304,2010-04-01
ASSET,10,2544708847,2010-04-01
LIABILITY,1,20671955500,2010-04-01
LIABILITY,2,3949776129,2010-04-01
LIABILITY,3,0,2010-04-01
LIABILITY,4,575781437,2010-04-01
LIABILITY,5,743141584,2010-04-01
LIABILITY,6,33099021,2010-04-01
LIABILITY,7,84345314,2010-04-01
LIABILITY,8,881321084,2010-04-01
LIABILITY,9,86577691782,2010-04-01
LIABILITY,10,812538508,2010-04-01
LIABILITY,11,1949006396,2010-04-01
LIABILITY,12,2187038159,2010-04-01
LIABILITY,13,805456736,2010-04-01
ASSET,1,3903299557,2010-05-01
ASSET,2,1010483120,2010-05-01
ASSET,3,698555848,2010-05-01
ASSET,4,213308,2010-05-01
ASSET,5,89433400000,2010-05-01
ASSET,6,70745464,2010-05-01
ASSET,7,21510173643,2010-05-01
ASSET,8,7323554917,2010-05-01
ASSET,9,1567302304,2010-05-01
ASSET,10,2576255692,2010-05-01
LIABILITY,1,20856959200,2010-05-01
LIABILITY,2,8369947708,2010-05-01
LIABILITY,3,6000000,2010-05-01
LIABILITY,4,7070221470,2010-05-01
LIABILITY,5,750503637,2010-05-01
LIABILITY,6,29007062,2010-05-01
LIABILITY,7,84345314,2010-05-01
LIABILITY,8,881321084,2010-05-01
LIABILITY,9,84260330661,2010-05-01
LIABILITY,10,830876093,2010-05-01
LIABILITY,11,1953007348,2010-05-01
LIABILITY,12,2196007540,2010-05-01
LIABILITY,13,805456736,2010-05-01
ASSET,1,4784847396,2010-06-01
ASSET,2,1055246890,2010-06-01
ASSET,3,737698089,2010-06-01
ASSET,4,214259,2010-06-01
ASSET,5,93817400000,2010-06-01
ASSET,6,73955227,2010-06-01
ASSET,7,22385408933,2010-06-01
ASSET,8,6897715681,2010-06-01
ASSET,9,1567302304,2010-06-01
ASSET,10,2661651108,2010-06-01
LIABILITY,1,21032276300,2010-06-01
LIABILITY,2,9980310393,2010-06-01
LIABILITY,3,6000000,2010-06-01
LIABILITY,4,2906220069,2010-06-01
LIABILITY,5,796637054,2010-06-01
LIABILITY,6,28803480,2010-06-01
LIABILITY,7,91807241,2010-06-01
LIABILITY,8,942429127,2010-06-01
LIABILITY,9,91498645096,2010-06-01
LIABILITY,10,863389410,2010-06-01
LIABILITY,11,1960868040,2010-06-01
LIABILITY,12,3068596941,2010-06-01
LIABILITY,13,805456736,2010-06-01
ASSET,1,4785394243,2010-07-01
ASSET,2,1064391734,2010-07-01
ASSET,3,741187200,2010-07-01
ASSET,4,176538,2010-07-01
ASSET,5,96208700000,2010-07-01
ASSET,6,71938980,2010-07-01
ASSET,7,23064584965,2010-07-01
ASSET,8,6872805297,2010-07-01
ASSET,9,1567302304,2010-07-01
ASSET,10,2433131584,2010-07-01
LIABILITY,1,21253099700,2010-07-01
LIABILITY,2,7484237397,2010-07-01
LIABILITY,3,7196745,2010-07-01
LIABILITY,4,2040338708,2010-07-01
LIABILITY,5,769229136,2010-07-01
LIABILITY,6,37412228,2010-07-01
LIABILITY,7,91807241,2010-07-01
LIABILITY,8,942429127,2010-07-01
LIABILITY,9,97404834058,2010-07-01
LIABILITY,10,938071991,2010-07-01
LIABILITY,11,1960771744,2010-07-01
LIABILITY,12,3074728034,2010-07-01
LIABILITY,13,805456736,2010-07-01
ASSET,1,4787578019,2010-08-01
ASSET,2,1047702631,2010-08-01
ASSET,3,364036795,2010-08-01
ASSET,4,176556,2010-08-01
ASSET,5,95946700000,2010-08-01
ASSET,6,71690438,2010-08-01
ASSET,7,22838078777,2010-08-01
ASSET,8,6888157077,2010-08-01
ASSET,9,1567302304,2010-08-01
ASSET,10,2464235594,2010-08-01
LIABILITY,1,21080812900,2010-08-01
LIABILITY,2,5357864328,2010-08-01
LIABILITY,3,0,2010-08-01
LIABILITY,4,1094877501,2010-08-01
LIABILITY,5,785154795,2010-08-01
LIABILITY,6,25848326,2010-08-01
LIABILITY,7,91807241,2010-08-01
LIABILITY,8,942429127,2010-08-01
LIABILITY,9,99731641373,2010-08-01
LIABILITY,10,1021997151,2010-08-01
LIABILITY,11,1964996518,2010-08-01
LIABILITY,12,3072772195,2010-08-01
LIABILITY,13,805456736,2010-08-01
ASSET,1,4549683075,2010-09-01
ASSET,2,1000682329,2010-09-01
ASSET,3,345546477,2010-09-01
ASSET,4,176242,2010-09-01
ASSET,5,94347200000,2010-09-01
ASSET,6,71944016,2010-09-01
ASSET,7,22912407161,2010-09-01
ASSET,8,6856868021,2010-09-01
ASSET,9,1567302304,2010-09-01
ASSET,10,2380912906,2010-09-01
LIABILITY,1,21065739100,2010-09-01
