accounting_period,column,line,subline,item,amount
2002-09-30,LIABILITY,9,3,Other liabilities within the Eurosystem,237293720
2002-09-30,LIABILITY,10,NA,Other liabilities,1109349238
2002-09-30,LIABILITY,11,NA,Provisions,181879063
2002-09-30,LIABILITY,12,NA,Revaluation accounts,362608739
2002-09-30,LIABILITY,13,1,Capital,66746019
2002-09-30,LIABILITY,13,2,Regular reserve,49844397
2002-09-30,LIABILITY,13,3,Special reserves,2075414052
2002-10-31,ASSET,1,NA,Gold and gold receivables,1610485454
2002-10-31,ASSET,2,1,Receivables from the IMF,483879738
2002-10-31,ASSET,2,2,"Balances with banks, security investments, external loans and other external assets",7127252056
2002-10-31,ASSET,3,NA,Claims on euro area residents denominated in foreign currency,4225690135
2002-10-31,ASSET,4,1,"Balances with banks, security investments and loans",49588025
2002-10-31,ASSET,4,2,Claims arising from the credit facility under ERM II,0
2002-10-31,ASSET,5,1,Main refinancing operations,714128516
2002-10-31,ASSET,5,2,Longer-term refinancing operations,43000000
2002-10-31,ASSET,5,3,Fine-tuning reverse operations,0
2002-10-31,ASSET,5,4,Structural reverse operations,0
2002-10-31,ASSET,5,5,Marginal lending facility,0
2002-10-31,ASSET,5,6,Credits related to margin calls,0
2002-10-31,ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,78055303
2002-10-31,ASSET,7,NA,Securities of euro area residents denominated in euro,5423964586
2002-10-31,ASSET,8,NA,General government debt denominated in euro,10545000170
2002-10-31,ASSET,9,1,Participation in the capital and reserves of the ECB,388614874
2002-10-31,ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1028200000
2002-10-31,ASSET,9,3,Claims related to promissory notes backing the issuance of ECB debt certificates,0
2002-10-31,ASSET,9,4,Claims related to TARGET accounts (net),0
2002-10-31,ASSET,9,5,Other claims within the Eurosystem,158857450
2002-10-31,ASSET,10,1,Premises and equipment,136140673
2002-10-31,ASSET,10,2,Sundry items,1247514345
2002-10-31,LIABILITY,1,NA,Banknotes in circulation,7825392995
2002-10-31,LIABILITY,2,1,Current accounts (covering the minimum reserve system),1644310640
2002-10-31,LIABILITY,2,2,Deposit facility,400000
2002-10-31,LIABILITY,2,3,Fixed-term deposits,0
2002-10-31,LIABILITY,2,4,Fine-tuning reverse operations,0
2002-10-31,LIABILITY,2,5,Deposits related to margin calls,0
2002-10-31,LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,127152109
2002-10-31,LIABILITY,4,1,General government,361868618
2002-10-31,LIABILITY,4,2,Other liabilities,37154674
2002-10-31,LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,669376066
2002-10-31,LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,351783426
2002-10-31,LIABILITY,7,1,"Deposits, balances and other liabilities",1615468456
2002-10-31,LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0
2002-10-31,LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,139059898
2002-10-31,LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0
2002-10-31,LIABILITY,9,2,Liabilities related to TARGET accounts (net),16715682092
2002-10-31,LIABILITY,9,3,Other liabilities within the Eurosystem,0
2002-10-31,LIABILITY,10,NA,Other liabilities,1046867744
2002-10-31,LIABILITY,11,NA,Provisions,181879903
2002-10-31,LIABILITY,12,NA,Revaluation accounts,351970236
2002-10-31,LIABILITY,13,1,Capital,66746019
2002-10-31,LIABILITY,13,2,Regular reserve,49844397
2002-10-31,LIABILITY,13,3,Special reserves,2075414052
2003-01-31,ASSET,1,NA,Gold and gold receivables,1607886737
2003-01-31,ASSET,2,1,Receivables from the IMF,453088251
2003-01-31,ASSET,2,2,"Balances with banks and security investments, external loans and other assets",6741445870
2003-01-31,ASSET,3,NA,Claims in foreign currency on euro area residents,3770593306
2003-01-31,ASSET,4,1,"Balances with banks, security investments and loans",559973265
2003-01-31,ASSET,4,2,Claims arising from credit facilities under ERM II,0
2003-01-31,ASSET,5,1,Main refinancing operations,3008799500
2003-01-31,ASSET,5,2,Longer-term refinancing operations,58082505
2003-01-31,ASSET,6,NA,Other claims in euro on euro area credit institutions,234643902
2003-01-31,ASSET,7,NA,Securities in euro of euro area residents,5636915324
2003-01-31,ASSET,8,NA,General government debt in euro,10472588246
2003-01-31,ASSET,9,1,Participation in the capital and reserves of the ECB,388614874
2003-01-31,ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1028200000
2003-01-31,ASSET,9,3,Claims related to promissory notes backing the issuance of ECB debt certificates,0
2003-01-31,ASSET,9,4,Claims related to TARGET accounts (net),0
2003-01-31,ASSET,9,5,Other claims within the Eurosystem,0
2003-01-31,ASSET,10,1,Premises and equipment,140714701
2003-01-31,ASSET,10,2,Sundry,1048207849
2003-01-31,LIABILITY,1,NA,Banknotes in circulation,7931140479
2003-01-31,LIABILITY,2,1,Current accounts (including minimum reserves),1802077843
2003-01-31,LIABILITY,2,2,Deposit facility,458000
2003-01-31,LIABILITY,3,NA,Other liabilities in euro to euro area credit institutions,0
2003-01-31,LIABILITY,4,1,General government,489405218
2003-01-31,LIABILITY,4,2,Other liabilities,17606452
2003-01-31,LIABILITY,5,NA,Liabilities in euro to non-euro-area residents,677400648
2003-01-31,LIABILITY,6,NA,Liabilities in foreign currency to euro area residents,326955938
2003-01-31,LIABILITY,7,1,Deposits and other liabilities,1555735577
2003-01-31,LIABILITY,7,2,Liabilities arising from credit facilities under ERM II,0
2003-01-31,LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,134223455
2003-01-31,LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0
2003-01-31,LIABILITY,9,2,Liabilities related to TARGET accounts (net),18835513380
2003-01-31,LIABILITY,9,3,Other liabilities within the Eurosystem,139274275
2003-01-31,LIABILITY,10,NA,Other liabilities,1218924886
2003-01-31,LIABILITY,11,NA,Provisions,202379104
2003-01-31,LIABILITY,12,NA,Revaluation accounts,463702260
2003-01-31,LIABILITY,13,1,Capital,66746019
2003-01-31,LIABILITY,13,2,Ordinary reserve,66746019
2003-01-31,LIABILITY,13,3,Special reserves,1221464777
2003-02-28,ASSET,1,NA,Gold and gold receivables,1607143462
2003-02-28,ASSET,2,1,Receivables from the IMF,454265025
2003-02-28,ASSET,2,2,"Balances with banks and security investments, external loans and other assets",5510223675
2003-02-28,ASSET,3,NA,Claims in foreign currency on euro area residents,2930915474
2003-02-28,ASSET,4,1,"Balances with banks, security investments and loans",771327771
2003-02-28,ASSET,4,2,Claims arising from credit facilities under ERM II,0
2003-02-28,ASSET,5,1,Main refinancing operations,2455641550
2003-02-28,ASSET,5,2,Longer-term refinancing operations,58082505
2003-02-28,ASSET,5,3,Fine-tuning reverse operations,0
2003-02-28,ASSET,5,4,Structural reverse operations,0
2003-02-28,ASSET,5,5,Marginal lending facility,24744154
2003-02-28,ASSET,5,6,Credits related to margin calls,0
2003-02-28,ASSET,6,NA,Other claims in euro on euro area credit institutions,228366075
2003-02-28,ASSET,7,NA,Securities in euro of euro area residents,6782179876
2003-02-28,ASSET,8,NA,General government debt in euro,10448587373
2003-02-28,ASSET,9,1,Participation in the capital and reserves of the ECB,388614874
2003-02-28,ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1028200000
2003-02-28,ASSET,9,3,Claims related to promissory notes backing the issuance of ECB debt certificates,0
2003-02-28,ASSET,9,4,Claims related to TARGET accounts (net),0
2003-02-28,ASSET,9,5,Other claims within the Eurosystem,0
2003-02-28,ASSET,10,1,Premises and equipment,148253221
2003-02-28,ASSET,10,2,Sundry,1088013221
2003-02-28,LIABILITY,1,NA,Banknotes in circulation,8068871039
2003-02-28,LIABILITY,2,1,Current accounts (including minimum reserves),1625766846
2003-02-28,LIABILITY,2,2,Deposit facility,505000
2003-02-28,LIABILITY,3,NA,Other liabilities in euro to euro area credit institutions,0
2003-02-28,LIABILITY,4,1,General government,512754962
2003-02-28,LIABILITY,4,2,Other liabilities,12456513
2003-02-28,LIABILITY,5,NA,Liabilities in euro to non-euro-area residents,658180340
2003-02-28,LIABILITY,6,NA,Liabilities in foreign currency to euro area residents,324454239
2003-02-28,LIABILITY,7,1,Deposits and other liabilities,770313020
2003-02-28,LIABILITY,7,2,Liabilities arising from credit facilities under ERM II,0
2003-02-28,LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,134223455
2003-02-28,LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0
2003-02-28,LIABILITY,9,2,Liabilities related to TARGET accounts (net),18508431044
2003-02-28,LIABILITY,9,3,Other liabilities within the Eurosystem,45933320
2003-02-28,LIABILITY,10,NA,Other liabilities,1245658330
2003-02-28,LIABILITY,11,NA,Provisions,202379194
2003-02-28,LIABILITY,12,NA,Revaluation accounts,459674139
2003-02-28,LIABILITY,13,1,Capital,66746019
2003-02-28,LIABILITY,13,2,Ordinary reserve,66746019
2003-02-28,LIABILITY,13,3,Special reserves,1221464777
2003-03-31,ASSET,1,NA,Gold and gold receivables,1513279511
2003-03-31,ASSET,2,1,Receivables from the IMF,441871830
2003-03-31,ASSET,2,2,"Balances with banks and security investments, external loans and other assets",3278437346
2003-03-31,ASSET,3,NA,Claims in foreign currency on euro area residents,2451005396
2003-03-31,ASSET,4,1,"Balances with banks, security investments and loans",829809034
2003-03-31,ASSET,4,2,Claims arising from credit facilities under ERM II,0
2003-03-31,ASSET,5,1,Main refinancing operations,2132605000
2003-03-31,ASSET,5,2,Longer-term refinancing operations,45082505
2003-03-31,ASSET,5,3,Fine-tuning reverse operations,0
2003-03-31,ASSET,5,4,Structural reverse operations,0
2003-03-31,ASSET,5,5,Marginal lending facility,0
2003-03-31,ASSET,5,6,Credits related to margin calls,0
2003-03-31,ASSET,6,NA,Other claims in euro on euro area credit institutions,260706343
2003-03-31,ASSET,7,NA,Securities in euro of euro area residents,9065978801
2003-03-31,ASSET,8,NA,General government debt in euro,10432883353
2003-03-31,ASSET,9,1,Participation in the capital and reserves of the ECB,388614874
2003-03-31,ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1028200000
2003-03-31,ASSET,9,3,Claims related to promissory notes backing the issuance of ECB debt certificates,0
2003-03-31,ASSET,9,4,Claims related to TARGET accounts (net),0
2003-03-31,ASSET,9,5,Other claims within the Eurosystem,4837198
2003-03-31,ASSET,10,1,Premises and equipment,148738056
2003-03-31,ASSET,10,2,Sundry,1318357438
2003-03-31,LIABILITY,1,NA,Banknotes in circulation,8239585918
2003-03-31,LIABILITY,2,1,Current accounts (including minimum reserves),2586266015
2003-03-31,LIABILITY,2,2,Deposit facility,0
2003-03-31,LIABILITY,3,NA,Other liabilities in euro to euro area credit institutions,0
2003-03-31,LIABILITY,4,1,General government,555136893
2003-03-31,LIABILITY,4,2,Other liabilities,12677176
2003-03-31,LIABILITY,5,NA,Liabilities in euro to non-euro-area residents,645794376
2003-03-31,LIABILITY,6,NA,Liabilities in foreign currency to euro area residents,310791300
2003-03-31,LIABILITY,7,1,Deposits and other liabilities,718658369
2003-03-31,LIABILITY,7,2,Liabilities arising from credit facilities under ERM II,0
2003-03-31,LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,130559338
2003-03-31,LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0
2003-03-31,LIABILITY,9,2,Liabilities related to TARGET accounts (net),16923801575
2003-03-31,LIABILITY,9,3,Other liabilities within the Eurosystem,172987545
2003-03-31,LIABILITY,10,NA,Other liabilities,1153030784
2003-03-31,LIABILITY,11,NA,Provisions,202379194
2003-03-31,LIABILITY,12,NA,Revaluation accounts,333781387
2003-03-31,LIABILITY,13,1,Capital,66746019
2003-03-31,LIABILITY,13,2,Ordinary reserve,66746019
2003-03-31,LIABILITY,13,3,Special reserves,1221464777
2003-04-30,ASSET,1,NA,Gold and gold receivables,1513063707
2003-04-30,ASSET,2,1,Receivables from the IMF,437491761
2003-04-30,ASSET,2,2,"Balances with banks and security investments, external loans and other assets",3405801872
2003-04-30,ASSET,3,NA,Claims in foreign currency on euro area residents,2357943721
2003-04-30,ASSET,4,1,"Balances with banks, security investments and loans",398368904
2003-04-30,ASSET,4,2,Claims arising from credit facilities under ERM II,0
2003-04-30,ASSET,5,1,Main refinancing operations,1004945237
2003-04-30,ASSET,5,2,Longer-term refinancing operations,42000000
2003-04-30,ASSET,5,3,Fine-tuning reverse operations,0
2003-04-30,ASSET,5,4,Structural reverse operations,0
2003-04-30,ASSET,5,5,Marginal lending facility,0
2003-04-30,ASSET,5,6,Credits related to margin calls,0
2003-04-30,ASSET,6,NA,Other claims in euro on euro area credit institutions,103313901
2003-04-30,ASSET,7,NA,Securities in euro of euro area residents,9699941962
2003-04-30,ASSET,8,NA,General government debt in euro,10382902265
2003-04-30,ASSET,9,1,Participation in the capital and reserves of the ECB,388614874
2003-04-30,ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1028200000
2003-04-30,ASSET,9,3,Claims related to promissory notes backing the issuance of ECB debt certificates,0
2003-04-30,ASSET,9,4,Claims related to TARGET accounts (net),0
2003-04-30,ASSET,9,5,Other claims within the Eurosystem,0
2003-04-30,ASSET,10,1,Premises and equipment,151422092
2003-04-30,ASSET,10,2,Sundry,1379327356
2003-04-30,LIABILITY,1,NA,Banknotes in circulation,8544854399
2003-04-30,LIABILITY,2,1,Current accounts (including minimum reserves),1673025000
2003-04-30,LIABILITY,2,2,Deposit facility,0
2003-04-30,LIABILITY,3,NA,Other liabilities in euro to euro area credit institutions,0
2003-04-30,LIABILITY,4,1,General government,548629466
2003-04-30,LIABILITY,4,2,Other liabilities,20404726
2003-04-30,LIABILITY,5,NA,Liabilities in euro to non-euro-area residents,640572531
2003-04-30,LIABILITY,6,NA,Liabilities in foreign currency to euro area residents,308225361
2003-04-30,LIABILITY,7,1,Deposits and other liabilities,718658369
2003-04-30,LIABILITY,7,2,Liabilities arising from credit facilities under ERM II,0
2003-04-30,LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,130559338
2003-04-30,LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0
2003-04-30,LIABILITY,9,2,Liabilities related to TARGET accounts (net),15809658838
2003-04-30,LIABILITY,9,3,Other liabilities within the Eurosystem,948616300
2003-04-30,LIABILITY,10,NA,Other liabilities,1061655296
2003-04-30,LIABILITY,11,NA,Provisions,202196829
2003-04-30,LIABILITY,12,NA,Revaluation accounts,331324384
2003-04-30,LIABILITY,13,1,Capital,66746019
2003-04-30,LIABILITY,13,2,Ordinary reserve,66746019
2003-04-30,LIABILITY,13,3,Special reserves,1221464777
2003-06-30,ASSET,1,NA,Gold and gold receivables,1484833893
2003-06-30,ASSET,2,1,Receivables from the IMF,409964296
2003-06-30,ASSET,2,2,"Balances with banks and security investments, external loans and other assets",3291901342
2003-06-30,ASSET,3,NA,Claims in foreign currency on euro area residents,2202805862
2003-06-30,ASSET,4,1,"Balances with banks, security investments and loans",153706246
2003-06-30,ASSET,4,2,Claims arising from credit facilities under ERM II,0
2003-06-30,ASSET,5,1,Main refinancing operations,2023507800
2003-06-30,ASSET,5,2,Longer-term refinancing operations,33000000
2003-06-30,ASSET,5,3,Fine-tuning reverse operations,0
2003-06-30,ASSET,5,4,Structural reverse operations,0
2003-06-30,ASSET,5,5,Marginal lending facility,0
2003-06-30,ASSET,5,6,Credits related to margin calls,0
2003-06-30,ASSET,6,NA,Other claims in euro on euro area credit institutions,172861494
2003-06-30,ASSET,7,NA,Securities in euro of euro area residents,9954470087
2003-06-30,ASSET,8,NA,General government debt in euro,9931396659
2003-06-30,ASSET,9,1,Participation in the capital and reserves of the ECB,388614874
