accounting_period,column,line,subline,item,amount
2011-11-30,ASSET,10,3,Sundry,57660093369
2011-11-30,LIABILITY,1,NA,Banknotes in circulation,22419277145
2011-11-30,LIABILITY,2,1,Current accounts (covering the minimum reserve system),3407490178
2011-11-30,LIABILITY,2,2,Deposit facility,719700000
2011-11-30,LIABILITY,2,3,Fixes-term deposits,0
2011-11-30,LIABILITY,2,4,Deposits related to margin calls,1128416000
2011-11-30,LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0
2011-11-30,LIABILITY,4,1,General government,1866813806
2011-11-30,LIABILITY,4,2,Other liabilities,1398894097
2011-11-30,LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,992283040
2011-11-30,LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,15542126
2011-11-30,LIABILITY,7,1,Deposits and other liabilities,2606
2011-11-30,LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0
2011-11-30,LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,904721064
2011-11-30,LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0
2011-11-30,LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,18936354515
2011-11-30,LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET2),109315067768
2011-11-30,LIABILITY,10,NA,Other liabilities,1900118722
2011-11-30,LIABILITY,11,NA,Provisions,3010698149
2011-11-30,LIABILITY,12,NA,Revaluation accounts,4006032646
2011-11-30,LIABILITY,13,1,Capital,111243362
2011-11-30,LIABILITY,13,2,Ordinary reserve,111243362
2011-11-30,LIABILITY,13,3,Extraordinary reserve,84500000
2011-11-30,LIABILITY,13,4,Special reserve from the revaluation of land and buildings,507247856
2011-11-30,LIABILITY,13,5,Other special reserves,1209746
2011-12-31,ASSET,1,NA,Gold and gold receivables,5770281682
2011-12-31,ASSET,2,1,Receivables from the International Monetary Fund (IMF),942163589
2011-12-31,ASSET,2,2,"Balances with banks and security investments, external loans and other external assets",40143060
2011-12-31,ASSET,3,1,General government,290508741
2011-12-31,ASSET,3,2,Other claims,728046406
2011-12-31,ASSET,4,1,"Balances with banks, security investments and loans",113867
2011-12-31,ASSET,4,2,Claims arising from the credit facility under ERM II,0
2011-12-31,ASSET,5,1,Main refinancing operations,15177500000
2011-12-31,ASSET,5,2,Longer-term refinancing operations,60942000000
2011-12-31,ASSET,5,3,Fine-tuning reverse operations,0
2011-12-31,ASSET,5,4,Structural reverse operations,0
2011-12-31,ASSET,5,5,Marginal lending facility,40000000
2011-12-31,ASSET,5,6,Credits related to margin calls,0
2011-12-31,ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,71745340
2011-12-31,ASSET,7,1,Securities held for monetary policy purposes,7766490399
2011-12-31,ASSET,7,2,Other securities of euro area residents denominated in euro,13382830790
2011-12-31,ASSET,8,NA,General government long-term debt denominated in euro,6659874462
2011-12-31,ASSET,9,1,Participating interest in the ECB,500888380
2011-12-31,ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1131910591
2011-12-31,ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,0
2011-12-31,ASSET,9,4,Net claims arising from balances of TARGET2 accounts,0
2011-12-31,ASSET,9,5,Other claims within the Eurosystem (net),0
2011-12-31,ASSET,10,NA,Items in course of settlement,317653
2011-12-31,ASSET,11,1,Coins,72132824
2011-12-31,ASSET,11,2,Tangible and intangible fixed assets,827039091
2011-12-31,ASSET,11,3,Other financial assets,29104193
2011-12-31,ASSET,11,4,Off-balance-sheet instruments revaluation differences,7256329
2011-12-31,ASSET,11,5,Accruals and prepaid expenses,1203167522
2011-12-31,ASSET,11,6,Sundry,52852768057
2011-12-31,LIABILITY,1,NA,Banknotes in circulation,22957704380
2011-12-31,LIABILITY,2,1,Current accounts (covering the minimum reserve system),2506356264
2011-12-31,LIABILITY,2,2,Deposit facility,1179500000
2011-12-31,LIABILITY,2,3,Fixed-term deposits,0
2011-12-31,LIABILITY,2,4,Fine-tuning reverse operations,0
2011-12-31,LIABILITY,2,5,Deposits related to margin calls,1017150000
2011-12-31,LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0
2011-12-31,LIABILITY,4,1,General government,3838270484
2011-12-31,LIABILITY,4,2,Other liabilities,1714884759
2011-12-31,LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,1041850236
2011-12-31,LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,16178298
2011-12-31,LIABILITY,7,1,Deposits and other liabilities,2268
2011-12-31,LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0
2011-12-31,LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,928426952
2011-12-31,LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0
2011-12-31,LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,18437110570
2011-12-31,LIABILITY,9,3,Net liabilities arising from balances of TARGET2 accounts,104750000738
2011-12-31,LIABILITY,9,4,Other liabilities within the Eurosystem (net),57881546
2011-12-31,LIABILITY,10,NA,Items in course of settlement,15074984
2011-12-31,LIABILITY,11,1,Off-balance-sheet instruments revaluation differences,2889
2011-12-31,LIABILITY,11,2,Accruals and income collected in advance,181090409
2011-12-31,LIABILITY,11,3,Sundry,978539626
2011-12-31,LIABILITY,12,NA,Provisions,3951100114
2011-12-31,LIABILITY,13,NA,Revaluation accounts,4049716285
2011-12-31,LIABILITY,14,1,Capital,111243362
2011-12-31,LIABILITY,14,2,Ordinary reserve,111243362
2011-12-31,LIABILITY,14,3,Extraordinary reserve,84500000
2011-12-31,LIABILITY,14,4,Special reserve from the revaluation of land and buildings,507247856
2011-12-31,LIABILITY,14,5,Other special reserves,1207594
2012-01-31,ASSET,1,NA,Gold and gold receivables,5762310041
2012-01-31,ASSET,2,1,Receivables from the IMF,942163590
2012-01-31,ASSET,2,2,"Balances with banks and security investments, external loans and other external assets",33427988
2012-01-31,ASSET,3,NA,Claims on euro area residents denominated in foreign currency,871602593
2012-01-31,ASSET,4,1,"Balances with banks, security investments and loans",113867
2012-01-31,ASSET,4,2,Claims arising from the credit facility under ERM II,0
2012-01-31,ASSET,5,1,Main refinancing operations,14702500000
2012-01-31,ASSET,5,2,Longer-term refinancing operations,58482000000
2012-01-31,ASSET,5,3,Fine-tuning reverse operations,0
2012-01-31,ASSET,5,4,Structural reverse operations,0
2012-01-31,ASSET,5,5,Marginal lending facility,180500000
2012-01-31,ASSET,5,6,Credits related to margin calls,0
2012-01-31,ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,70274566
2012-01-31,ASSET,7,1,Securities held for monetary policy purposes,7909151099
2012-01-31,ASSET,7,2,Other securities of euro area residents denominated in euro,13241085112
2012-01-31,ASSET,8,NA,General government long term debt denominated in euro,6659874462
2012-01-31,ASSET,9,1,Participating interest in the ECB,500888380
2012-01-31,ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1131910591
2012-01-31,ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,0
2012-01-31,ASSET,9,4,Net claims related to transactions with the ESCB (TARGET2),0
2012-01-31,ASSET,10,1,Tangible and intangible fixed assets,826107463
2012-01-31,ASSET,10,2,Other financial assets,29104193
2012-01-31,ASSET,10,3,Sundry,57545266791
2012-01-31,LIABILITY,1,NA,Banknotes in circulation,22446765585
2012-01-31,LIABILITY,2,1,Current accounts (covering the minimum reserve system),2147185688
2012-01-31,LIABILITY,2,2,Deposit facility,9500000
2012-01-31,LIABILITY,2,3,Fixed-term deposits,0
2012-01-31,LIABILITY,2,4,Fine-tuning reverse operations,0
2012-01-31,LIABILITY,2,5,Deposits related to margin calls,845391000
2012-01-31,LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0
2012-01-31,LIABILITY,4,1,General government,3678710763
2012-01-31,LIABILITY,4,2,Other liabilities,2138627216
2012-01-31,LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,1041805828
2012-01-31,LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,24646356
2012-01-31,LIABILITY,7,1,Deposits and other liabilities,2268
2012-01-31,LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0
2012-01-31,LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,928426952
2012-01-31,LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0
2012-01-31,LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,18126038245
2012-01-31,LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET2),107426562178
2012-01-31,LIABILITY,9,4,Other liabilities within the Eurosystem (net),0
2012-01-31,LIABILITY,10,NA,Other liabilities,1258554287
2012-01-31,LIABILITY,11,NA,Provisions,3950903761
2012-01-31,LIABILITY,12,NA,Revaluation accounts,4049716285
2012-01-31,LIABILITY,13,1,Capital,111243362
2012-01-31,LIABILITY,13,2,Ordinary reserve,111243362
2012-01-31,LIABILITY,13,3,Extraordinary reserve,84500000
2012-01-31,LIABILITY,13,4,Special reserve from the revaluation of land and buildings,507247856
2012-01-31,LIABILITY,13,5,Other special reserves,1209744
2012-02-29,ASSET,1,NA,Gold and gold receivables,5760696347
2012-02-29,ASSET,2,1,Receivables from the IMF,942768137
2012-02-29,ASSET,2,2,"Balances with banks and security investments, external loans and other external assets",32718239
2012-02-29,ASSET,3,NA,Claims on euro area residents denominated in foreign currency,1270341472
2012-02-29,ASSET,4,1,"Balances with banks, security investments and loans",113870
2012-02-29,ASSET,4,2,Claims arising from the credit facility under ERM II,0
2012-02-29,ASSET,5,1,Main refinancing operations,1540000000
2012-02-29,ASSET,5,2,Longer-term refinancing operations,47652000000
2012-02-29,ASSET,5,3,Fine-tuning reverse operations,650000000
2012-02-29,ASSET,5,4,Structural reverse operations,0
2012-02-29,ASSET,5,5,Marginal lending facility,0
2012-02-29,ASSET,5,6,Credits related to margin calls,0
2012-02-29,ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,69762191
2012-02-29,ASSET,7,1,Securities held for monetary policy purposes,7906151099
2012-02-29,ASSET,7,2,Other securities of euro area residents denominated in euro,13573313381
2012-02-29,ASSET,8,NA,General government long term debt denominated in euro,6659874462
2012-02-29,ASSET,9,1,Participating interest in the ECB,500888380
2012-02-29,ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1131910591
2012-02-29,ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,0
2012-02-29,ASSET,9,4,Net claims related to transactions with the ESCB (TARGET2),0
2012-02-29,ASSET,10,1,Tangible and intangible fixed assets,825223838
2012-02-29,ASSET,10,2,Other financial assets,29104193
2012-02-29,ASSET,10,3,Sundry,109351151616
2012-02-29,LIABILITY,1,NA,Banknotes in circulation,22407393045
2012-02-29,LIABILITY,2,1,Current accounts (covering the minimum reserve system),2774270206
2012-02-29,LIABILITY,2,2,Deposit facility,9500000
2012-02-29,LIABILITY,2,3,Fixed-term deposits,0
2012-02-29,LIABILITY,2,4,Fine-tuning reverse operations,0
2012-02-29,LIABILITY,2,5,Deposits related to margin calls,27939069000
2012-02-29,LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0
2012-02-29,LIABILITY,4,1,General government,3820217622
2012-02-29,LIABILITY,4,2,Other liabilities,2074224993
2012-02-29,LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,1030682556
2012-02-29,LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,29103610
2012-02-29,LIABILITY,7,1,Deposits and other liabilities,2268
2012-02-29,LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0
2012-02-29,LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,928426952
2012-02-29,LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0
2012-02-29,LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,19364921530
2012-02-29,LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET2),107267018563
2012-02-29,LIABILITY,10,NA,Other liabilities,1435521907
2012-02-29,LIABILITY,11,NA,Provisions,3950504345
2012-02-29,LIABILITY,12,NA,Revaluation accounts,4049716285
2012-02-29,LIABILITY,13,1,Capital,111243362
2012-02-29,LIABILITY,13,2,Ordinary reserve,111243362
2012-02-29,LIABILITY,13,3,Extraordinary reserve,84500000
2012-02-29,LIABILITY,13,4,Special reserve from the revaluation of land and buildings,507247856
2012-02-29,LIABILITY,13,5,Other special reserves,1210354
2012-03-31,ASSET,1,NA,Gold and gold receivables,5889993582
2012-03-31,ASSET,2,1,Receivables from the IMF,921496794
2012-03-31,ASSET,2,2,"Balances with banks and security investments, external loans and other external assets",51145577
2012-03-31,ASSET,3,NA,Claims on euro area residents denominated in foreign currency,393038185
2012-03-31,ASSET,4,1,"Balances with banks, security investments and loans",113870
2012-03-31,ASSET,4,2,Claims arising from the credit facility under ERM II,0
2012-03-31,ASSET,5,1,Main refinancing operations,41933000000
2012-03-31,ASSET,5,2,Longer-term refinancing operations,36810000000
2012-03-31,ASSET,5,3,Fine-tuning reverse operations,0
2012-03-31,ASSET,5,4,Structural reverse operations,0
2012-03-31,ASSET,5,5,Marginal lending facility,135000000
2012-03-31,ASSET,5,6,Credits related to margin calls,0
2012-03-31,ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,71228077
2012-03-31,ASSET,7,1,Securities held for monetary policy purposes,7297257260
2012-03-31,ASSET,7,2,Other securities of euro area residents denominated in euro,13353301246
2012-03-31,ASSET,8,NA,General government long term debt denominated in euro,6637511368
2012-03-31,ASSET,9,1,Participating interest in the ECB,500888380
2012-03-31,ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1131910591
2012-03-31,ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,0
2012-03-31,ASSET,9,4,Net claims related to transactions with the ESCB (TARGET2),0
2012-03-31,ASSET,10,1,Tangible and intangible fixed assets,824125713
2012-03-31,ASSET,10,2,Other financial assets,29104193
2012-03-31,ASSET,10,3,Sundry,48388604148
2012-03-31,LIABILITY,1,NA,Banknotes in circulation,22475106580
2012-03-31,LIABILITY,2,1,Current accounts (covering the minimum reserve system),1223641561
2012-03-31,LIABILITY,2,2,Deposit facility,156700000
2012-03-31,LIABILITY,2,3,Fixed-term deposits,0
2012-03-31,LIABILITY,2,4,Fine-tuning reverse operations,0
2012-03-31,LIABILITY,2,5,Deposits related to margin calls,151800000
2012-03-31,LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0
2012-03-31,LIABILITY,4,1,General government,4510602896
2012-03-31,LIABILITY,4,2,Other liabilities,1920845015
2012-03-31,LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,999252041
2012-03-31,LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,34789593
2012-03-31,LIABILITY,7,1,Deposits and other liabilities,2197
2012-03-31,LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0
2012-03-31,LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,908081411
2012-03-31,LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0
2012-03-31,LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,17655745820
2012-03-31,LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET2),103735616784
2012-03-31,LIABILITY,9,4,Other liabilities within the Eurosystem (net),0
2012-03-31,LIABILITY,10,NA,Other liabilities,1660231387
2012-03-31,LIABILITY,11,NA,Provisions,3949524787
2012-03-31,LIABILITY,12,NA,Revaluation accounts,4170333978
2012-03-31,LIABILITY,13,1,Capital,111243362
2012-03-31,LIABILITY,13,2,Ordinary reserve,111243362
2012-03-31,LIABILITY,13,3,Extraordinary reserve,84500000
2012-03-31,LIABILITY,13,4,Special reserve from the revaluation of land and buildings,507247856
2012-03-31,LIABILITY,13,5,Other special reserves,1210354
2012-04-30,ASSET,1,NA,Gold and gold receivables,5890724653
2012-04-30,ASSET,2,1,Receivables from the IMF,921496794
2012-04-30,ASSET,2,2,"Balances with banks and security investments, external loans and other external assets",33158088
2012-04-30,ASSET,3,NA,Claims on euro area residents denominated in foreign currency,379637890
2012-04-30,ASSET,4,1,"Balances with banks, security investments and loans",113872
2012-04-30,ASSET,4,2,Claims arising from the credit facility under ERM II,0
2012-04-30,ASSET,5,1,Main refinancing operations,26697500000
2012-04-30,ASSET,5,2,Longer-term refinancing operations,35325000000
2012-04-30,ASSET,5,3,Fine-tuning reverse operations,0
2012-04-30,ASSET,5,4,Structural reverse operations,0
2012-04-30,ASSET,5,5,Marginal lending facility,0
2012-04-30,ASSET,5,6,Credits related to margin calls,0
2012-04-30,ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,59231405479
2012-04-30,ASSET,7,1,Securities held for monetary policy purposes,7291857260
2012-04-30,ASSET,7,2,Other securities of euro area residents denominated in euro,13182597765
2012-04-30,ASSET,8,NA,General government long term debt denominated in euro,6637511368
2012-04-30,ASSET,9,1,Participating interest in the ECB,500888380
2012-04-30,ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1131910591
2012-04-30,ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,0
2012-04-30,ASSET,9,4,Net claims related to transactions with the ESCB (TARGET2),0
2012-04-30,ASSET,10,1,Tangible and intangible fixed assets,823877056
2012-04-30,ASSET,10,2,Other financial assets,29104193
2012-04-30,ASSET,10,3,Sundry,2140028796
2012-04-30,LIABILITY,1,NA,Banknotes in circulation,22576147265
2012-04-30,LIABILITY,2,1,Current accounts (covering the minimum reserve system),1106846060
2012-04-30,LIABILITY,2,2,Deposit facility,1263900000
2012-04-30,LIABILITY,2,3,Fixed-term deposits,0
2012-04-30,LIABILITY,2,4,Fine-tuning reverse operations,0
2012-04-30,LIABILITY,2,5,Deposits related to margin calls,544300000
2012-04-30,LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0
2012-04-30,LIABILITY,4,1,General government,5051935182
2012-04-30,LIABILITY,4,2,Other liabilities,1657362785
2012-04-30,LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,1019159869
2012-04-30,LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,34368142
2012-04-30,LIABILITY,7,1,Deposits and other liabilities,2197
2012-04-30,LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0
2012-04-30,LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,908081411
2012-04-30,LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0
2012-04-30,LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,17399197685
2012-04-30,LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET2),98046819343
2012-04-30,LIABILITY,10,NA,Other liabilities,1673211483
2012-04-30,LIABILITY,11,NA,Provisions,3949701851
2012-04-30,LIABILITY,12,NA,Revaluation accounts,4170333978
2012-04-30,LIABILITY,13,1,Capital,111243362
2012-04-30,LIABILITY,13,2,Ordinary reserve,111243362
2012-04-30,LIABILITY,13,3,Extraordinary reserve,84500000
2012-04-30,LIABILITY,13,4,Special reserve from the revaluation of land and buildings,507247856
2012-04-30,LIABILITY,13,5,Other special reserves,1210354
2012-05-31,ASSET,1,NA,Gold and gold receivables,5890068872
2012-05-31,ASSET,2,1,Receivables from the IMF,921571156
2012-05-31,ASSET,2,2,"Balances with banks and security investments, external loans and other external assets",45900697
2012-05-31,ASSET,3,NA,Claims on euro area residents denominated in foreign currency,365173286
2012-05-31,ASSET,4,1,"Balances with banks, security investments and loans",113872
2012-05-31,ASSET,4,2,Claims arising from the credit facility under ERM II,0
2012-05-31,ASSET,5,1,Main refinancing operations,231100000
2012-05-31,ASSET,5,2,Longer-term refinancing operations,3160000000
2012-05-31,ASSET,5,3,Fine-tuning reverse operations,0
2012-05-31,ASSET,5,4,Structural reverse operations,0
2012-05-31,ASSET,5,5,Marginal lending facility,55845000
2012-05-31,ASSET,5,6,Credits related to margin calls,0
2012-05-31,ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,124084666203
2012-05-31,ASSET,7,1,Securities held for monetary policy purposes,7203857260
2012-05-31,ASSET,7,2,Other securities of euro area residents denominated in euro,12455425734
2012-05-31,ASSET,8,NA,General government long term debt denominated in euro,6637511368
2012-05-31,ASSET,9,1,Participating interest in the ECB,500888380
2012-05-31,ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1131910591
2012-05-31,ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,0
2012-05-31,ASSET,9,4,Net claims related to transactions with the ESCB (TARGET2),0
2012-05-31,ASSET,10,1,Tangible and intangible fixed assets,823520989
2012-05-31,ASSET,10,2,Other financial assets,29104193
2012-05-31,ASSET,10,3,Sundry,2020796721
2012-05-31,LIABILITY,1,NA,Banknotes in circulation,22812589185
2012-05-31,LIABILITY,2,1,Current accounts (covering the minimum reserve system),1590541772
2012-05-31,LIABILITY,2,2,Deposit facility,335400000
2012-05-31,LIABILITY,2,3,Fixed-term deposits,0
2012-05-31,LIABILITY,2,4,Fine-tuning reverse operations,0
2012-05-31,LIABILITY,2,5,Deposits related to margin calls,303630000
2012-05-31,LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0
2012-05-31,LIABILITY,4,1,General government,4348386038
2012-05-31,LIABILITY,4,2,Other liabilities,1337161497
2012-05-31,LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,1029804739
2012-05-31,LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,37707360
2012-05-31,LIABILITY,7,1,Deposits and other liabilities,2197
2012-05-31,LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0
2012-05-31,LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,908081411
2012-05-31,LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0
2012-05-31,LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,20454530420
2012-05-31,LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET2),101554508805
2012-05-31,LIABILITY,10,NA,Other liabilities,1909378573
2012-05-31,LIABILITY,11,NA,Provisions,3949907592
2012-05-31,LIABILITY,12,NA,Revaluation accounts,4170333978
2012-05-31,LIABILITY,13,1,Capital,111243362
2012-05-31,LIABILITY,13,2,Ordinary reserve,111243362
2012-05-31,LIABILITY,13,3,Extraordinary reserve,84500000
2012-05-31,LIABILITY,13,4,Special reserve from the revaluation of land and buildings,507247856
2012-05-31,LIABILITY,13,5,Other special reserves,1256175
2012-06-30,ASSET,1,NA,Gold and gold receivables,5904106537
2012-06-30,ASSET,2,1,Receivables from the IMF,957223779
2012-06-30,ASSET,2,2,"Balances with banks and security investments, external loans and other external assets",49846389
2012-06-30,ASSET,3,NA,Claims on euro area residents denominated in foreign currency,579645467
2012-06-30,ASSET,4,1,"Balances with banks, security investments and loans",113872
2012-06-30,ASSET,4,2,Claims arising from the credit facility under ERM II,0
2012-06-30,ASSET,5,1,Main refinancing operations,70530000000
2012-06-30,ASSET,5,2,Longer-term refinancing operations,3130000000
2012-06-30,ASSET,5,3,Fine-tuning reverse operations,0
2012-06-30,ASSET,5,4,Structural reverse operations,0
2012-06-30,ASSET,5,5,Marginal lending facility,0
2012-06-30,ASSET,5,6,Credits related to margin calls,0
2012-06-30,ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,61944565743
2012-06-30,ASSET,7,1,Securities held for monetary policy purposes,7182390705
2012-06-30,ASSET,7,2,Other securities of euro area residents denominated in euro,12497682033
2012-06-30,ASSET,8,NA,General government long term debt denominated in euro,6205596665
2012-06-30,ASSET,9,1,Participating interest in the ECB,500888380
2012-06-30,ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1131910591
2012-06-30,ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,0
2012-06-30,ASSET,9,4,Net claims related to transactions with the ESCB (TARGET2),0
2012-06-30,ASSET,10,1,Tangible and intangible fixed assets,823454504
2012-06-30,ASSET,10,2,Other financial assets,29775168
2012-06-30,ASSET,10,3,Sundry,1903747418
2012-06-30,LIABILITY,1,NA,Banknotes in circulation,23089772900
2012-06-30,LIABILITY,2,1,Current accounts (covering the minimum reserve system),1728573879
2012-06-30,LIABILITY,2,2,Deposit facility,830300000
2012-06-30,LIABILITY,2,3,Fixed-term deposits,0
2012-06-30,LIABILITY,2,4,Fine-tuning reverse operations,0
2012-06-30,LIABILITY,2,5,Deposits related to margin calls,773170000
2012-06-30,LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0
2012-06-30,LIABILITY,4,1,General government,4249189482
2012-06-30,LIABILITY,4,2,Other liabilities,1337360213
2012-06-30,LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,1058022595
2012-06-30,LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,45545500
2012-06-30,LIABILITY,7,1,Deposits and other liabilities,2331
2012-06-30,LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0
2012-06-30,LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,943213103
2012-06-30,LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0
2012-06-30,LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,22279953665
2012-06-30,LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET2),105987462998
2012-06-30,LIABILITY,10,NA,Other liabilities,2106733853
2012-06-30,LIABILITY,11,NA,Provisions,3950111908
2012-06-30,LIABILITY,12,NA,Revaluation accounts,4176040605
2012-06-30,LIABILITY,13,1,Capital,111243362
2012-06-30,LIABILITY,13,2,Ordinary reserve,111243362
2012-06-30,LIABILITY,13,3,Extraordinary reserve,84500000
2012-06-30,LIABILITY,13,4,Special reserve from the revaluation of land and buildings,507247856
2012-06-30,LIABILITY,13,5,Other special reserves,1259639
2012-07-31,ASSET,1,NA,Gold and gold receivables,5904930903
2012-07-31,ASSET,2,1,Receivables from the IMF,957223779
2012-07-31,ASSET,2,2,"Balances with banks and security investments, external loans and other external assets",77299112
2012-07-31,ASSET,3,NA,Claims on euro area residents denominated in foreign currency,515850587
2012-07-31,ASSET,4,1,"Balances with banks, security investments and loans",23872
2012-07-31,ASSET,4,2,Claims arising from the credit facility under ERM II,0
2012-07-31,ASSET,5,1,Main refinancing operations,21388000000
2012-07-31,ASSET,5,2,Longer-term refinancing operations,2610000000
2012-07-31,ASSET,5,3,Fine-tuning reverse operations,0
2012-07-31,ASSET,5,4,Structural reverse operations,0
2012-07-31,ASSET,5,5,Marginal lending facility,0
2012-07-31,ASSET,5,6,Credits related to margin calls,0
2012-07-31,ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,106315345333
2012-07-31,ASSET,7,1,Securities held for monetary policy purposes,7182401109
2012-07-31,ASSET,7,2,Other securities of euro area residents denominated in euro,13128256134
2012-07-31,ASSET,8,NA,General government long term debt denominated in euro,6205596665
2012-07-31,ASSET,9,1,Participating interest in the ECB,500888380
2012-07-31,ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1131910591
2012-07-31,ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,0
2012-07-31,ASSET,9,4,Net claims related to transactions with the ESCB (TARGET2),0
2012-07-31,ASSET,10,1,Tangible and intangible fixed assets,824089411
2012-07-31,ASSET,10,2,Other financial assets,29775168
2012-07-31,ASSET,10,3,Sundry,1863799181
2012-07-31,LIABILITY,1,NA,Banknotes in circulation,23196316440
2012-07-31,LIABILITY,2,1,Current accounts (covering the minimum reserve system),1789558489
2012-07-31,LIABILITY,2,2,Deposit facility,1000000000
